surpriseFaces,new
img/neutralC/CFD-AF-207-023-N.jpg,0
img/neutralC/CFD-IM-728-041-N.jpg,0
img/neutralC/CFD-AM-205-153-N.jpg,0
img/neutralC/CFD-IM-651-308-N.jpg,0
img/neutralC/CFD-IM-695-001-N.jpg,0
img/neutralC/CFD-WF-017-003-N.jpg,1
img/neutralC/CFD-LF-248-160-N.jpg,0
img/neutralC/CFD-BF-254-201-N.jpg,0
img/neutralC/CFD-LM-210-156-N.jpg,0
img/neutralC/CFD-WM-257-161-N.jpg,0
img/neutralC/CFD-BF-032-038-N.jpg,0
img/neutralC/CFD-LF-253-003-N.jpg,0
img/neutralC/CFD-IM-674-281-N.jpg,0
img/neutralC/CFD-IM-611-306-N.jpg,0
img/neutralC/CFD-BF-232-187-N.jpg,0
img/neutralC/CFD-IF-626-375-N.jpg,0
img/neutralC/CFD-AF-252-135-N.jpg,0
img/neutralC/CFD-BM-031-003-N.jpg,0
img/neutralC/CFD-LF-250-169-N.jpg,0
img/neutralC/CFD-IM-613-169-N.jpg,0
img/neutralC/CFD-IM-702-101-N.jpg,0
img/neutralC/CFD-BF-233-116-N.jpg,0
img/neutralC/CFD-IM-615-167-N.jpg,0
img/neutralC/CFD-IM-716-316-N.jpg,0
img/neutralC/CFD-AM-219-101-N.jpg,0
img/neutralC/CFD-WF-217-085-N.jpg,0
img/neutralC/CFD-WF-015-006-N.jpg,0
img/neutralC/CFD-IF-642-295-N.jpg,1
img/neutralC/CFD-BF-016-017-N.jpg,1
img/neutralC/CFD-WM-026-001-N.jpg,1
img/neutralC/CFD-LM-213-061-N.jpg,1
img/neutralC/CFD-IF-668-009-N.jpg,0
img/neutralC/CFD-BM-223-171-N.jpg,0
img/neutralC/CFD-MF-321-003-N.jpg,0
img/neutralC/CFD-MF-344-012-N.jpg,0
img/neutralC/CFD-WM-247-084-N.jpg,1
img/neutralC/CFD-AF-237-223-N.jpg,1
img/neutralC/CFD-LM-249-001-N.jpg,0
img/neutralC/CFD-BM-231-155-N.jpg,1
img/neutralC/CFD-IM-669-111-N.jpg,1
img/neutralC/CFD-AM-231-136-N.jpg,1
img/neutralC/CFD-MF-318-022-N.jpg,1
img/neutralC/CFD-IF-723-255-N.jpg,0
img/neutralC/CFD-WM-038-003-N.jpg,1
img/neutralC/CFD-BF-020-002-N.jpg,0
img/neutralC/CFD-BF-004-014-N.jpg,1
img/neutralC/CFD-BF-235-168-N.jpg,0
img/neutralC/CFD-WF-252-159-N.jpg,0
img/neutralC/CFD-IF-629-234-N.jpg,1
img/neutralC/CFD-AF-242-158-N.jpg,0
img/neutralC/CFD-BM-206-114-N.jpg,0
img/neutralC/CFD-AF-234-208-N.jpg,1
img/neutralC/CFD-MF-332-014-N.jpg,1
img/neutralC/CFD-IF-713-170-N.jpg,0
img/neutralC/CFD-AM-224-126-N.jpg,0
img/neutralC/CFD-BF-242-154-N.jpg,0
img/neutralC/CFD-AM-244-222-N.jpg,0
img/neutralC/CFD-AM-237-154-N.jpg,0
img/neutralC/CFD-IM-621-136-N.jpg,0
img/neutralC/CFD-WM-249-239-N.jpg,0
img/neutralC/CFD-IM-640-009-N.jpg,0
img/neutralC/CFD-MF-315-002-N.jpg,0
img/neutralC/CFD-BF-013-001-N.jpg,1
img/neutralC/CFD-BM-249-235-N.jpg,1
img/neutralC/CFD-IM-736-361-N.jpg,0
img/neutralC/CFD-LM-208-110-N.jpg,0
img/neutralC/CFD-LF-217-082-N.jpg,1
img/neutralC/CFD-BM-200-046-N.jpg,1
img/neutralC/CFD-IF-730-410-N.jpg,0
img/neutralC/CFD-MF-361-006-N.jpg,1
img/neutralC/CFD-LF-255-088-N.jpg,0
img/neutralC/CFD-WF-033-002-N.jpg,0
img/neutralC/CFD-WM-041-021-N.jpg,0
img/neutralC/CFD-BF-206-143-N.jpg,0
img/neutralC/CFD-AM-214-168-N.jpg,0
img/neutralC/CFD-AF-231-357-N.jpg,1
img/neutralC/CFD-BM-218-132-N.jpg,1
img/neutralC/CFD-BM-232-213-N.jpg,1
img/neutralC/CFD-IM-692-011-N.jpg,1
img/neutralC/CFD-IM-656-273-N.jpg,0
img/neutralC/CFD-MM-312-002-N.jpg,0
img/neutralC/CFD-AF-244-168-N.jpg,0
img/neutralC/CFD-WF-237-067-N.jpg,0
img/neutralC/CFD-IM-684-008-N.jpg,0
img/neutralC/CFD-WM-015-002-N.jpg,1
img/neutralC/CFD-LF-209-072-N.jpg,0
img/neutralC/CFD-WF-233-112-N.jpg,0
img/neutralC/CFD-BM-210-148-N.jpg,0
img/neutralC/CFD-WF-006-002-N.jpg,0
img/neutralC/CFD-BF-241-222-N.jpg,1
img/neutralC/CFD-MM-320-124-N.jpg,1
img/neutralC/CFD-WF-251-014-N.jpg,1
img/neutralC/CFD-AF-224-026-N.jpg,0
img/neutralC/CFD-IM-709-103-N.jpg,0
img/neutralC/CFD-MF-345-025-N.jpg,0
img/neutralC/CFD-MF-302-027-N.jpg,1
img/neutralC/CFD-AF-254-167-N.jpg,0
img/neutralC/CFD-WM-205-007-N.jpg,1
img/neutralC/CFD-BM-012-018-N.jpg,0
img/neutralC/CFD-WF-031-027-N.jpg,1
img/neutralC/CFD-BM-003-003-N.jpg,0
img/neutralC/CFD-MF-356-017-N.jpg,0
img/neutralC/CFD-BM-201-077-N.jpg,0
img/neutralC/CFD-AM-242-176-N.jpg,1
img/neutralC/CFD-LM-218-183-N.jpg,1
img/neutralC/CFD-LF-220-120-N.jpg,0
img/neutralC/CFD-LF-241-188-N.jpg,1
img/neutralC/CFD-IM-675-015-N.jpg,1
img/neutralC/CFD-BF-209-172-N.jpg,0
img/neutralC/CFD-BM-010-003-N.jpg,0
img/neutralC/CFD-MM-321-021-N.jpg,0
img/neutralC/CFD-IM-690-282-N.jpg,0
img/neutralC/CFD-AM-225-102-N.jpg,0
img/neutralC/CFD-IM-604-014-N.jpg,1
img/neutralC/CFD-IF-733-110-N.jpg,0
img/neutralC/CFD-BF-044-034-N.jpg,0
img/neutralC/CFD-WM-218-074-N.jpg,0
img/neutralC/CFD-BF-238-190-N.jpg,0
img/neutralC/CFD-AM-201-076-N.jpg,1
img/neutralC/CFD-BF-031-002-N.jpg,1
img/neutralC/CFD-WM-020-001-N.jpg,1
img/neutralC/CFD-LM-227-103-N.jpg,0
img/neutralC/CFD-IM-743-006-N.jpg,0
img/neutralC/CFD-MF-355-022-N.jpg,0
img/neutralC/CFD-MF-339-002-N.jpg,0
img/neutralC/CFD-WM-217-070-N.jpg,0
img/neutralC/CFD-BF-030-002-N.jpg,0
img/neutralC/CFD-LM-253-075-N.jpg,0
img/neutralC/CFD-WM-227-099-N.jpg,1
img/neutralC/CFD-LM-243-075-N.jpg,0
img/neutralC/CFD-IF-602-134-N.jpg,0
img/neutralC/CFD-WM-009-002-N.jpg,0
img/neutralC/CFD-BM-245-164-N.jpg,0
img/neutralC/CFD-BM-211-174-N.jpg,0
img/neutralC/CFD-BM-216-088-N.jpg,0
img/neutralC/CFD-IM-698-011-N.jpg,0
img/neutralC/CFD-BF-228-212-N.jpg,0
img/neutralC/CFD-BM-239-136-N.jpg,0
img/neutralC/CFD-WM-039-018-N.jpg,0
img/neutralC/CFD-WM-251-002-N.jpg,0
img/neutralC/CFD-BF-048-002-N.jpg,0
img/neutralC/CFD-WM-245-123-N.jpg,0
img/neutralC/CFD-BM-230-232-N.jpg,1
img/neutralC/CFD-MM-304-002-N.jpg,0
img/neutralC/CFD-MF-324-031-N.jpg,0
img/neutralC/CFD-BF-019-001-N.jpg,0
img/neutralC/CFD-IF-641-504-N.jpg,0
img/neutralC/CFD-LF-240-199-N.jpg,0
img/neutralC/CFD-LF-208-127-N.jpg,1
img/neutralC/CFD-LM-235-231-N.jpg,0
img/neutralC/CFD-BM-017-021-N.jpg,1
img/neutralC/CFD-MF-337-026-N.jpg,0
img/neutralC/CFD-LM-229-187-N.jpg,0
img/neutralC/CFD-BM-039-029-N.jpg,0
img/neutralC/CFD-IM-671-601-N.jpg,0
img/neutralC/CFD-LM-239-075-N.jpg,1
img/neutralC/CFD-IM-666-372-N.jpg,1
img/neutralC/CFD-MM-324-069-N.jpg,0
img/neutralC/CFD-IM-661-254-N.jpg,0
img/neutralC/CFD-IM-654-417-N.jpg,0
img/neutralC/CFD-BF-229-179-N.jpg,0
img/neutralC/CFD-MF-301-024-N.jpg,0
img/neutralC/CFD-BF-045-003-N.jpg,1
