whichSurpriseBlock,topQ_1,bottomQ_2,newKey,taskTextSource,surpriseFaces,new,prac_block_loop.thisRepN,prac_block_loop.thisTrialN,prac_block_loop.thisN,prac_block_loop.thisIndex,task_block_loop.thisRepN,task_block_loop.thisTrialN,task_block_loop.thisN,task_block_loop.thisIndex,surprise_block_loop.thisRepN,surprise_block_loop.thisTrialN,surprise_block_loop.thisN,surprise_block_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,fix.started,fix.stopped,errorNumbers_text_2.started,errorNumbers_text_2.stopped,textbox_2.text,textbox_2.started,textbox_2.stopped,errorN_key_resp_2.keys,errorN_key_resp_2.rt,errorN_key_resp_2.started,errorN_key_resp_2.stopped,botherRate_text.started,botherRate_text.stopped,textbox_3.text,textbox_3.started,textbox_3.stopped,botherRate_key_resp.keys,botherRate_key_resp.rt,botherRate_key_resp.started,botherRate_key_resp.stopped,instruct_surprise1.started,instruct_surprise1.stopped,instruct_surp1_key_resp.keys,instruct_surp1_key_resp.rt,instructMainTask_text.started,instructMainTask_text.stopped,instructMainTask_keyResp.keys,instructMainTask_keyResp.rt,instructMainTask_keyResp.started,instructMainTask_keyResp.stopped,surprise_faceStimuli.started,surprise_faceStimuli.stopped,topQ.started,topQ.stopped,bottomQ.started,bottomQ.stopped,surprise_key_resp.keys,surprise_key_resp.rt,surprise_key_resp.started,surprise_key_resp.stopped,id,cb,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,17.5501691999998,None,18.065145399999892,None,8 ,18.065145399999892,None,space,1.3428197999992335,18.065145399999892,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.473984100000052,None,8 ,19.473984100000052,None,space,0.6966532999995252,19.473984100000052,None,,,,,,,,,,,,,,,,,,,,,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.20063780000055,None,8,0.6267441999989387,,,,,,,,,,,,,,,,,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-AF-242-158-N.jpg,1,,,,,,,,,0,0,0,0,0,0,0,49,,,,,,,,,,,,,,,,,,,,,,,,,21.002121499999703,None,8,0.5436061999998856,21.002121499999703,None,21.828071300000374,None,21.828071300000374,None,None,None,8,2.701999299999443,21.828071300000374,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-BF-001-025-N.jpg,1,,,,,,,,,0,0,0,0,0,1,1,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.674709099999745,None,24.674709099999745,None,None,None,8,0.6180638999994699,24.674709099999745,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-WM-221-091-N.jpg,0,,,,,,,,,0,0,0,0,0,2,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42433770000025,None,25.42433770000025,None,None,None,1,0.5016187999990507,25.42433770000025,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-IM-682-019-N.jpg,0,,,,,,,,,0,0,0,0,0,3,3,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.13151689999995,None,26.13151689999995,None,None,None,8,0.28831869999976334,26.13151689999995,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-IM-692-011-N.jpg,0,,,,,,,,,0,0,0,0,0,4,4,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.69142710000051,None,26.69142710000051,None,None,None,1,0.06456419999994978,26.69142710000051,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-AF-240-206-N.jpg,0,,,,,,,,,0,0,0,0,0,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.999135600000045,None,26.999135600000045,None,None,None,8,0.07471569999961503,26.999135600000045,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-BF-042-026-N.jpg,0,,,,,,,,,0,0,0,0,0,6,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.442083599999933,None,27.442083599999933,None,None,None,1,0.10890639999979612,27.442083599999933,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
a_halfV_surpriseTable1.csv,Old or New?,Approving or Disapproving?,left,"In this round, press Right key when the face is OLD and the left key when it is new.

To get ready, rest your right and left index fingers on the right and left buttons, then press the right button when you are ready to begin.",img/neutralC/CFD-LM-249-001-N.jpg,1,,,,,,,,,0,0,0,0,0,7,7,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.766814100000374,None,27.766814100000374,None,None,None,8,0.12196919999951206,27.766814100000374,None,54,A,2022-08-11_02h34.50.414,mfe_flanker_v1,2022.1.4,60.06449725737863,
